Student,English,Mathematics,Science
203155,57,43,42
203156,46,33,27
203157,58,66,45
203158,58,52,47
203159,58,65,49
203160,67,47,50
203161,57,43,46
203162,50,45,32
203163,60,55,42
203164,76,77,80
203165,61,47,48
203166,32,31,25
203167,65,51,51
203168,71,55,44
203169,50,40,27
203170,58,63,51
203171,42,51,28
203172,70,81,80
203173,0,0,0
203174,61,80,56
203175,43,58,36
203176,66,56,56
203177,54,35,35
203178,51,40,37
203179,50,39,30
203180,53,56,46
203181,54,44,39
203182,50,50,38
203183,46,42,35
203184,57,57,39
203185,58,35,41
203186,56,62,49
203187,50,54,43
203188,46,42,33
203189,62,68,51
203190,,52,36
203191,46,40,29
203192,63,45,47
203193,58,51,35
203194,49,55,40
203195,48,32,32
203196,48,41,31
203197,60,42,33
203198,53,45,35
203199,60,65,48
203200,64,72,54
203201,52,46,37
203202,58,59,46
203203,53,43,36
203204,60,52,43
203205,45,57,33
203206,45,35,31
203207,58,75,65
203208,44,42,28
203209,43,61,33
203210,53,51,41
203211,50,54,58
203212,45,39,35
203213,51,35,35
203214,48,42,38
203215,45,68,36
203216,53,77,54
203217,44,62,32
203218,49,45,32
203219,47,48,35
203220,64,58,47
203221,47,45,31
203222,52,48,33
203223,46,37,32
203224,47,47,35
203225,49,40,35
203226,46,39,31
203227,52,54,32
203228,51,44,38
203229,51,48,32
203230,46,45,30
203231,48,41,29
203232,55,56,49
203233,47,35,28
203234,61,49,58
203235,55,53,37
203236,47,50,39
203237,59,52,31
203238,54,48,38
203239,54,54,39
203240,50,48,40
203241,59,49,54
203242,41,32,37
203243,55,63,56
203244,63,60,60
203245,51,35,35
203246,57,25,37
203247,46,39,38
203248,52,68,50
203249,58,88,42
203250,59,49,73
203251,45,49,40
203252,51,31,35
203253,66,70,68
203254,47,62,37
203255,61,46,41
203256,50,35,36
203257,46,36,38
203258,45,39,38
203259,42,37,29
203260,44,36,40
203261,43,32,35
203262,50,36,32
203263,47,35,33
203264,49,33,33
203265,67,68,56
203266,58,48,39
203267,49,28,35
203268,54,38,33
203269,66,59,55
203270,39,35,37
203271,41,35,31
203272,48,53,35
203273,43,60,41
203274,57,52,48
203275,53,48,52
203276,47,36,38
203277,56,50,54
203278,48,38,35
203279,46,43,40
203280,55,39,42
203281,47,54,37
203282,52,35,40
203283,53,36,47
203284,41,38,36
203285,38,35,33
203286,44,35,37
203287,48,38,36
203288,41,44,28
203289,48,62,39
203290,55,55,42
203291,44,40,39
203292,64,40,52
203293,61,59,52
203294,51,58,43
203295,58,78,54
203296,47,58,46
203297,0,0,0
203298,45,55,51
203299,48,42,39
203300,49,40,62
203301,48,45,66
203302,58,85,73
203303,50,51,50
203304,64,64,56
203305,45,43,40
203306,60,61,54
203307,60,39,49
203308,44,47,33
203309,66,70,70
203310,49,35,40
203311,72,72,64
203312,48,39,42
203313,71,89,86
203314,47,32,35
203315,66,83,83
203316,39,32,33
203317,62,57,60
203318,62,78,84
203319,50,37,40
203320,72,85,79
203321,61,47,46
203322,63,62,59
203323,56,46,52
203324,69,48,56
203325,56,50,46
203326,65,68,
203327,51,41,42
203328,52,73,46
203329,60,52,49
203330,51,50,48
203331,68,58,70
203332,56,54,56
203333,46,43,40
203334,41,40,39
203335,61,44,46
203336,71,85,85
203337,48,47,46
203338,48,47,57
203339,70,79,75
203340,67,66,70
203341,66,65,69
203342,59,53,61
203343,61,66,68
203344,51,49,50
203345,67,83,82
203346,65,53,47
203347,53,55,50
203348,61,50,56
203349,63,72,77
203350,63,49,58
203351,69,72,76
203352,49,50,49
203353,58,49,58
203354,42,33,31
203355,0,0,0
203356,64,63,75
203357,62,49,61
203358,58,46,41
203359,63,60,56
203360,0,0,0
203361,49,56,56
203362,49,77,64
203363,59,74,74
203364,48,45,47
203365,67,47,57
203366,45,44,37
203367,71,88,83
203368,51,53,47
203369,61,58,59
203370,67,75,78
203371,42,45,33
203372,69,60,62
203373,58,53,46
203374,71,59,62
203375,58,50,47
203376,64,53,54
203377,54,52,41
203378,48,45,38
203379,60,77,79
203380,54,45,47
203381,52,70,56
203382,49,52,38
203383,59,50,50
203384,64,76,65
203385,52,36,37
203386,47,54,57
203387,72,62,62
203388,55,39,39
203389,59,41,51
203390,66,57,68
203391,57,47,49
203392,64,32,46
203393,59,63,49
203394,37,36,33
203395,54,43,51
203396,62,45,54
203397,54,48,41
203398,41,43,31
203399,49,35,39
203400,66,57,73
203401,79,54,66
203402,65,60,58
203403,57,52,66
203404,47,48,41
203405,56,43,36
203406,51,35,38
203407,52,38,38
203408,55,35,33
203409,62,50,52
203410,48,55,48
203411,50,38,41
203412,55,38,36
203413,47,39,47
203414,66,76,49
203415,74,59,60
203416,61,50,50
203417,47,52,46
203418,53,39,32
203419,57,70,69
203420,78,77,71
203421,63,64,52
203422,56,46,49
203423,47,,50
203424,50,28,32
203425,53,35,35
203426,53,36,44
203427,61,66,56
203428,66,73,61
203429,61,63,54
203430,63,83,81
203431,51,45,43
203432,60,65,59
203433,54,67,55
203434,49,40,33
203435,52,48,63
203436,59,56,55
203437,70,72,60
203438,48,51,42
203439,48,46,44
203440,54,53,44
203441,59,55,42
203442,66,69,60
203443,49,43,37
203444,67,88,73
203445,51,42,36
203446,60,88,77
203447,74,97,86
203448,56,43,54
203449,69,81,74
203450,61,77,76
203451,67,82,74
203452,56,60,58
203453,53,58,53
203454,63,84,83
203455,53,52,61
203456,56,49,48
203457,47,45,38
203458,53,57,41
203459,53,78,72
203460,71,93,86
203461,60,63,58
203462,50,40,39
203463,45,49,32
203464,53,65,57
203465,55,71,65
203466,62,66,66
203467,53,52,46
203468,57,85,77
203469,51,30,35
203470,59,48,43
203471,54,49,42
203472,40,41,41
203473,49,42,50
203474,47,35,35
203475,52,41,41
203476,51,33,37
203477,45,38,37
203478,53,42,45
203479,61,67,62
203480,60,74,76
203481,60,59,55
203482,46,43,45
203483,67,51,52
203484,58,53,49
203485,57,83,72
203486,62,35,45
203487,57,25,30
203488,60,46,52
203489,45,31,38
203490,50,38,46
203491,50,66,61
203492,49,50,44
203493,52,59,53
203494,52,66,58
203495,57,39,42
203496,61,60,73
203497,58,62,71
203498,54,44,42
203499,76,90,90
203500,49,29,31
203501,50,47,42
203502,65,77,68
203503,44,45,40
203504,46,38,45
203505,44,36,37
203506,63,65,63
203507,49,43,43
203508,43,47,42
203509,53,41,45
203510,51,60,60
203511,70,51,53
203512,61,52,56
203513,51,52,53
203514,53,42,42
203515,0,0,0
203516,64,67,67
203517,44,30,29
203518,57,50,47
203519,56,48,48
203520,56,48,41
203521,47,23,32
203522,50,44,42
203523,43,40,37
203524,55,67,68
203525,50,48,65
203526,55,59,57
203527,44,62,46
203528,47,50,38
203529,55,33,40
203530,47,46,43
203531,63,63,65
203532,70,65,59
203533,70,53,57
203534,52,58,59
203535,52,37,37
203536,59,50,58
203537,52,56,44
203538,51,71,65
203539,53,50,54
203540,44,50,42
203541,51,40,35
203542,63,61,65
203543,50,43,56
203544,63,73,73
203545,68,73,66
203546,46,28,31
203547,57,56,44
203548,67,90,84
203549,65,59,65
203550,64,48,46
203551,58,57,51
203552,56,58,53
203553,51,52,45
203554,59,60,70
203555,59,55,54
203556,62,77,47
203557,68,80,77
203558,63,48,48
203559,57,42,46
203560,57,41,35
203561,56,42,44
203562,61,67,80
203563,55,64,59
203564,61,64,56
203565,57,51,49
203566,57,62,58
203567,47,48,42
203568,47,52,37
203569,60,68,67
203570,61,56,58
203571,54,54,41
203572,61,58,76
203573,64,50,41
203574,42,30,27
203575,51,50,45
203576,43,44,35
203577,49,48,40
203578,60,47,66
203579,68,86,85
203580,54,62,49
203581,51,41,42
203582,62,54,51
203583,54,55,45
203584,50,52,33
203585,62,85,55
203586,54,70,49
203587,57,51,51
203588,70,76,69
203589,46,47,35
203590,49,37,39
203591,57,59,55
203592,50,51,47
203593,56,42,44
203594,56,58,51
203595,44,47,41
203596,38,42,35
203597,45,56,56
203598,48,40,31
203599,51,70,46
203600,46,51,49
203601,72,63,60
203602,47,35,40
203603,76,60,71
203604,55,36,42
203605,73,83,64
203606,54,55,40
203607,51,48,37
203608,54,53,38
203609,74,90,76
203610,68,76,62
203611,51,47,36
203612,71,89,71
203613,65,59,50
203614,63,88,78
203615,42,47,35
203616,57,39,35
203617,53,40,36
203618,70,75,68
203619,54,47,38
203620,58,45,35
203621,55,51,53
203622,56,45,48
203623,59,43,42
203624,59,47,36
203625,67,53,43
203626,50,59,39
203627,53,67,41
203628,52,55,43
203629,73,81,71
203630,49,47,43
203631,61,47,51
203632,72,65,55
203633,57,52,50
203634,63,59,41
203635,50,46,38
203636,64,58,61
203637,46,46,38
203638,70,84,51
203639,71,93,84
203640,58,58,46
203641,67,75,53
203642,54,40,37
203643,72,46,49
203644,51,58,44
203645,44,53,38
203646,60,59,51
203647,47,63,42
203648,61,59,60
203649,51,48,45
203650,56,54,42
203651,56,40,36
203652,56,46,42
203653,47,41,35
203654,67,67,65
203655,46,46,39
203656,54,63,56
203657,46,44,39
203658,54,46,46
203659,47,40,31
203660,72,80,77
203661,61,59,58
203662,54,51,42
203663,51,48,32
203664,48,50,35
203665,65,70,77
203666,57,60,58
203667,67,77,58
203668,58,55,49
203669,60,62,46
203670,70,73,86
203671,49,45,36
203672,58,67,73
203673,62,44,54
203674,54,64,51
203675,60,59,61
203676,49,49,40
203677,36,38,36
203678,66,83,68
203679,71,83,82
203680,48,35,31
203681,60,52,52
203682,46,41,37
203683,47,49,44
203684,66,50,57
203685,58,74,52
203686,70,70,70
203687,54,55,50
203688,57,49,45
203689,60,65,54
203690,50,54,43
203691,49,50,38
203692,52,41,43
203693,52,40,42
203694,54,62,48
203695,51,40,37
203696,58,63,54
203697,61,76,61
203698,58,60,52
203699,56,41,39
203700,50,65,43
203701,63,88,69
203702,42,32,31
203703,63,60,38
203704,64,73,53
203705,52,43,40
203706,71,68,65
203707,51,54,43
203708,64,53,60
203709,66,55,59
203710,67,50,63
203711,47,57,53
203712,58,73,61
203713,54,49,40
203714,61,76,75
203715,67,89,53
203716,74,65,73
203717,65,51,58
203718,53,45,42
203719,48,39,35
203720,67,58,59
203721,69,61,79
203722,57,80,47
203723,58,73,45
203724,47,41,35
203725,52,40,37
203726,46,65,37
203727,44,44,35
203728,43,37,33
203729,64,70,71
203730,59,48,52
203731,53,44,46
203732,48,73,64
203733,63,79,74
203734,57,49,35
203735,58,60,63
203736,59,78,80
203737,54,49,45
203738,51,42,39
203739,55,71,81
203740,55,48,75
203741,54,45,51
203742,52,50,46
203743,64,55,57
203744,66,90,90
203745,69,83,86
203746,59,53,72
203747,65,62,61
203748,59,52,54
203749,74,75,76
203750,69,55,65
203751,54,50,55
203752,66,53,57
203753,47,42,35
203754,64,55,66
203755,61,60,67
203756,68,49,51
203757,70,84,82
203758,63,79,75
203759,41,42,29
203760,72,51,62
203761,71,79,77
203762,53,48,54
203763,74,80,91
203764,62,69,62
203765,65,58,53
203766,56,55,48
203767,72,64,68
203768,59,51,47
203769,68,73,75
203770,72,80,81
203771,59,76,79
203772,52,66,75
203773,56,57,77
203774,60,65,66
203775,63,55,61
203776,66,84,84
203777,57,50,71
203778,67,69,71
203779,65,50,57
203780,73,86,90
203781,65,71,72
203782,76,86,84
203783,58,48,50
203784,69,74,82
203785,63,70,59
203786,59,59,62
203787,70,59,67
203788,66,58,46
203789,63,58,63
203790,74,72,71
203791,62,60,72
203792,67,63,82
203793,65,76,80
203794,69,72,80
203795,56,58,60
203796,69,78,75
203797,73,92,91
203798,60,55,51
203799,77,85,91
203800,61,49,61
203801,66,70,85
203802,60,65,68
203803,61,52,57
203804,63,50,40
203805,62,78,69
203806,58,62,73
203807,60,52,65
203808,53,45,46
203809,56,45,48
203810,44,44,35
203811,56,51,55
203812,73,76,77
203813,67,73,69
203814,52,33,28
203815,41,27,25
203816,51,31,32
203817,44,41,42
203818,41,40,27
203819,68,52,61
203820,50,35,38
203821,25,28,27
203822,46,44,45
203823,49,44,37
203824,55,45,38
203825,46,41,37
203826,47,43,32
203827,48,36,37
203828,67,69,61
203829,58,49,54
203830,55,35,46
203831,83,85,91
203832,51,29,36
203833,69,69,76
203834,65,63,59
203835,61,63,68
203836,54,60,64
203837,55,42,44
203838,54,39,45
203839,48,41,54
203840,50,39,49
203841,57,38,35
203842,71,64,82
203843,57,44,42
203844,53,55,65
203845,76,85,85
203846,45,31,31
203847,48,38,33
203848,60,66,74
203849,63,85,84
203850,50,26,37
203851,65,84,81
203852,54,38,44
203853,46,30,35
203854,50,67,40
203855,57,42,44
203856,44,39,32
203857,58,48,42
203858,55,57,65
203859,42,39,31
203860,58,50,48
203861,52,61,49
203862,47,40,31
203863,59,68,61
203864,40,41,33
203865,52,38,33
203866,50,43,39
203867,44,33,33
203868,0,0,0
203869,51,44,42
203870,39,48,41
203871,51,35,37
203872,55,52,56
203873,55,49,49
203874,41,35,35
203875,65,58,64
203876,53,59,57
203877,55,40,42
203878,57,58,62
203879,77,84,89
203880,69,64,68
203881,47,33,36
203882,67,64,63
203883,57,63,47
203884,52,75,48
203885,71,61,62
203886,50,32,31
203887,53,55,39
203888,42,35,29
203889,46,57,50
203890,58,71,59
203891,55,53,43
203892,66,73,68
203893,53,61,49
203894,65,68,70
203895,55,46,50
203896,52,40,39
203897,48,39,33
203898,53,67,59
203899,55,63,49
203900,55,47,38
203901,57,42,46
203902,65,60,51
203903,60,48,47
203904,52,41,41
203905,53,48,43
203906,64,81,71
203907,45,42,32
203908,52,49,45
203909,64,55,61
203910,54,45,35
203911,49,33,40
203912,50,43,37
203913,63,56,49
203914,48,51,40
203915,51,36,38
203916,55,43,38
203917,50,41,35
203918,50,55,52
203919,52,55,50
203920,52,36,37
203921,41,31,35
203922,0,0,0
203923,45,35,40
203924,41,35,32
203925,48,45,41
203926,58,55,57
203927,60,61,58
203928,47,39,45
203929,49,54,51
203930,47,45,39
203931,51,42,39
203932,74,76,73
203933,62,70,66
203934,65,74,86
203935,53,43,44
203936,35,40,42
203937,66,78,60
203938,60,51,53
203939,63,51,49
203940,45,43,37
203941,56,52,62
203942,68,50,67
203943,54,40,52
203944,43,29,35
203945,68,75,76
203946,56,58,60
203947,55,55,64
203948,62,55,48
203949,47,35,35
203950,62,63,61
203951,61,67,61
203952,54,60,65
203953,46,37,38
203954,46,45,35
203955,61,73,49
203956,52,54,49
203957,56,60,55
203958,53,71,58
203959,43,38,31
203960,46,38,30
203961,37,35,27
203962,46,40,33
203963,52,45,39
203964,61,83,65
203965,49,45,38
203966,54,56,35
203967,48,63,46
203968,51,43,35
203969,46,58,47
203970,48,50,36
203971,35,40,33
203972,39,42,28
203973,70,57,36
203974,49,58,38
203975,50,43,35
203976,51,54,45
203977,36,39,29
203978,41,50,31
203979,56,39,37
203980,44,54,43
203981,43,37,33
203982,52,53,36
203983,51,50,35
203984,56,45,36
203985,66,70,72
203986,49,35,44
203987,56,43,35
203988,58,65,44
203989,51,35,49
203990,65,35,45
203991,47,60,38
203992,50,47,32
203993,50,48,61
203994,55,43,36
203995,45,40,27
203996,45,23,28
203997,42,65,35
203998,56,51,47
203999,56,50,47
204000,53,46,41
204001,54,58,32
204002,39,46,35
204003,53,46,40
204004,52,53,42
204005,52,43,49
204006,55,51,43
204007,49,39,35
204008,50,36,29
204009,45,29,27
204010,45,39,28
204011,61,40,60
204012,66,58,52
204013,58,65,59
204014,48,46,42
204015,44,45,28
204016,31,38,35
204017,49,33,36
204018,48,56,38
204019,53,60,54
204020,58,53,55
204021,49,50,35
204022,49,38,37
204023,45,42,32
204024,60,46,51
204025,38,30,25
204026,0,0,0
204027,50,28,26
204028,47,46,33
204029,41,46,38
204030,56,59,46
204031,50,65,51
204032,64,67,65
204033,59,55,40
204034,55,48,46
204035,52,66,50
204036,54,73,69
204037,65,70,70
204038,70,73,69
204039,65,56,53
204040,57,85,83
204041,51,45,40
204042,60,71,70
204043,61,87,90
204044,57,40,47
204045,63,87,76
204046,59,72,65
204047,66,80,81
204048,62,64,59
204049,57,76,69
204050,62,70,65
204051,63,94,85
204052,61,60,74
204053,63,72,55
204054,56,65,66
204055,46,42,52
204056,61,67,58
204057,62,87,90
204058,59,66,62
204059,61,72,61
204060,58,43,46
204061,54,45,32
204062,67,49,56
204063,63,58,57
204064,51,44,38
204065,49,59,41
204066,54,50,44
204067,54,66,70
204068,51,35,30
204069,48,58,53
204070,49,51,48
204071,55,33,47
204072,49,50,45
204073,63,75,57
204074,57,53,49
204075,41,30,31
204076,43,33,35
204077,46,35,36
204078,49,64,42
204079,49,69,35
204080,45,44,38
204081,39,38,33
204082,59,58,61
204083,48,47,35
204084,57,67,40
204085,45,38,29
204086,58,49,40
204087,47,54,40
204088,47,45,45
204089,51,79,62
204090,57,35,33
204091,40,48,41
204092,46,48,42
204093,54,57,49
204094,41,55,37
204095,48,56,45
204096,50,49,51
204097,59,40,42
204098,48,53,42
204099,0,0,0
204100,0,0,0
204101,62,55,65
204102,45,45,31
204103,48,41,42
204104,54,50,47
204105,60,90,78
204106,55,45,42
204107,57,35,41
204108,40,36,30
204109,47,26,41
204110,63,66,56
204111,60,63,67
204112,54,44,42
204113,59,79,80
204114,49,27,28
204115,61,72,58
204116,56,63,55
204117,37,45,35
204118,68,70,66
204119,72,80,63
204120,62,78,68
204121,57,63,51
204122,48,42,45
204123,35,35,31
204124,68,82,74
204125,54,64,56
204126,63,78,69
204127,59,64,67
204128,52,54,50
204129,58,43,50
204130,50,53,55
204131,53,32,40
204132,61,81,74
204133,58,59,64
204134,52,36,44
204135,53,60,53
204136,57,52,42
204137,68,76,75
204138,63,50,54
204139,56,41,36
204140,73,91,86
204141,53,47,48
204142,53,41,36
204143,55,38,45
204144,54,66,50
204145,64,86,76
204146,63,76,67
204147,53,60,53
204148,54,50,33
204149,50,59,44
204150,58,55,55
204151,45,42,41
204152,48,67,46
204153,49,60,53
204154,51,47,35
204155,47,65,45
204156,60,61,54
204157,69,72,75
204158,70,73,67
204159,55,40,33
204160,58,63,59
204161,59,60,61
204162,66,75,66
204163,52,31,38
204164,63,57,69
204165,62,51,43
204166,72,73,61
204167,60,55,43
204168,58,50,51
204169,48,24,29
204170,66,77,63
204171,61,77,71
204172,47,37,35
204173,51,58,35
204174,62,66,63
204175,57,51,51
204176,65,65,61
204177,75,88,77
204178,66,82,79
204179,67,51,53
204180,75,82,69
204181,57,75,64
204182,68,78,70
204183,62,63,65
204184,61,51,48
204185,56,50,45
204186,67,73,65
204187,48,31,29
204188,60,35,44
204189,61,37,39
204190,47,38,38
204191,53,31,33
204192,37,21,24
204193,53,28,26
204194,67,58,67
204195,50,81,46
204196,42,53,35
204197,42,36,38
204198,45,28,33
204199,48,53,50
204200,53,50,41
204201,58,31,35
204202,47,29,32
204203,61,53,50
204204,47,38,38
204205,64,54,54
204206,50,39,37
204207,52,26,40
204208,40,30,26
204209,45,45,41
204210,48,28,35
204211,59,48,47
204212,60,43,43
204213,57,53,60
204214,54,30,35
204215,51,43,45
204216,53,28,31
204217,52,41,36
204218,46,35,29
204219,59,56,71
204220,37,40,31
204221,52,54,44
204222,53,47,51
204223,69,86,70
204224,43,31,33
204225,46,38,35
204226,39,35,31
204227,62,70,66
204228,38,39,33
204229,48,28,32
204230,60,91,67
204231,49,40,41
204232,50,55,49
204233,40,33,35
204234,50,89,65
204235,57,63,51
204236,42,35,30
204237,46,37,31
204238,62,90,63
204239,66,67,71
204240,49,38,37
204241,55,79,62
204242,58,43,42
204243,53,48,46
204244,64,63,68
204245,53,53,45
204246,64,63,61
204247,54,60,57
204248,53,46,39
204249,64,61,55
204250,58,44,41
204251,45,30,35
204252,66,50,49
204253,69,81,76
